school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,G1,G2,G3
1.0,0.0,0.5,0.0,1.0,0.0,-0.5,0.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,16,15,15
1.0,0.0,0.5,1.0,0.0,1.0,0.5,0.5,3.0,3.0,2.0,1.0,1.0,0.0,0.0,13,12,13
1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,15,14,15
1.0,0.0,0.0,0.0,0.0,1.0,-0.5,0.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,13,13,13
1.0,1.0,0.5,0.0,0.0,1.0,-0.5,0.5,0.0,2.0,0.0,1.0,1.0,0.0,0.0,8,10,9
1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,4.0,3.0,2.0,1.0,1.0,1.0,0.0,15,16,16
1.0,0.0,0.0,0.0,0.0,1.0,-0.5,-0.5,2.0,3.0,3.0,1.0,2.0,-1.0,1.0,8,8,9
1.0,0.0,0.5,1.0,0.0,1.0,0.0,0.5,0.0,3.0,0.0,0.0,1.0,-1.0,0.0,10,10,10
1.0,0.0,0.5,0.0,0.0,1.0,1.0,1.0,2.0,4.0,2.0,0.0,2.0,0.0,0.0,7,5,0
1.0,1.0,0.5,0.0,1.0,1.0,-0.5,0.0,0.0,3.0,2.0,0.0,2.0,-1.0,0.0,9,10,10
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,10,11,12
1.0,0.0,0.0,0.0,0.0,1.0,-0.5,0.0,2.0,2.0,0.0,1.0,0.0,-1.0,0.0,7,8,9
1.0,0.0,0.5,0.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,0.0,15,17,17
1.0,0.0,0.5,0.0,0.0,1.0,-0.5,-0.5,2.0,2.0,1.0,1.0,3.0,1.0,0.0,10,11,12
1.0,0.0,1.0,0.0,0.0,1.0,-0.5,-0.5,0.0,2.0,0.0,2.0,1.0,0.0,1.0,7,8,9
1.0,0.0,0.5,0.0,1.0,1.0,1.0,1.0,4.0,3.0,0.0,1.0,0.0,0.0,0.0,13,14,14
1.0,0.0,0.5,1.0,0.0,1.0,0.5,0.5,2.0,2.0,1.0,1.0,0.0,0.0,0.0,16,16,16
1.0,0.0,0.0,0.0,0.0,1.0,0.5,-0.5,0.0,2.0,3.0,1.0,0.0,0.0,0.0,8,9,9
1.0,1.0,0.5,1.0,0.0,1.0,1.0,1.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,17,18,19
1.0,1.0,0.5,0.0,0.0,1.0,0.0,-0.5,2.0,2.0,2.0,1.0,1.0,-1.0,0.0,7,7,0
1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.5,2.0,3.0,1.0,0.0,1.0,0.0,0.0,14,15,16
1.0,1.0,1.0,0.0,0.0,1.0,-0.5,-0.5,2.0,3.0,2.0,1.0,1.0,-1.0,1.0,5,8,0
1.0,1.0,0.5,0.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,0.0,1.0,-1.0,1.0,7,7,0
1.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,14,17,15
1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.5,4.0,2.0,2.0,1.0,1.0,0.0,0.0,6,9,11
1.0,0.0,0.5,0.0,0.0,1.0,1.0,1.0,4.0,0.0,3.0,1.0,2.0,-1.0,0.0,7,9,10
1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.5,3.0,2.0,0.0,1.0,0.0,1.0,1.0,10,11,10
1.0,0.0,0.5,1.0,1.0,1.0,0.5,-0.5,4.0,3.0,0.0,1.0,0.0,0.0,0.0,15,15,16
1.0,0.0,0.5,1.0,0.0,1.0,-0.5,-0.5,2.0,2.0,0.0,1.0,1.0,0.0,0.0,11,12,9
1.0,1.0,0.0,1.0,1.0,1.0,0.5,-0.5,3.0,3.0,0.0,1.0,1.0,-1.0,0.0,10,10,10
1.0,1.0,0.5,0.0,1.0,1.0,0.5,0.0,3.0,2.0,0.0,1.0,2.0,-1.0,0.0,10,11,11
